text1,text2,label
"Aim: In situ vaccination, a kind of therapeutic cancer vaccine, can be realized by radiotherapy and intratumoral immune injection. This study combines intratumoral injection, radiotherapy and PD-1 blockade for synergistic antitumor effect.Materials & methods: Patients with advanced solid tumors who are unresponsive or intolerant to standard treatment will be treated with hypofractionated radiotherapy, intratumoral injection of FOLactis, PD-1 blockade. The primary end point is to observe the efficacy and safety, with the secondary end point to evaluate abscopal effects and the correlation between the immunological rationale and efficacy.Discussion: The combined regimen will be utilized to trigger antitumor immunity and is expected to be feasible and effective and provide a novel option for the comprehensive treatment of cancer.Clinical Trial Registration: ChiCTR2200060660 (ChiCTR.gov.cn)","Significance:Oxidative stress (OS) and inflammation are inducers of tissue injury. Alternative splicing (AS) is an essential regulatory step for diversifying the eukaryotic proteome. Human diseases link AS to OS; however, the underlying mechanisms must be better understood.Recent Advances:Genome‑wide profiling studies identify new differentially expressed genes induced by OS-dependent ischemia/reperfusion injury. Overexpression of RNA-binding protein RBFOX1 protects against inflammation. Hypoxia-inducible factor-1α directs polypyrimidine tract binding protein 1 to regulate mouse carcinoembryonic antigen-related cell adhesion molecule 1 (Ceacam1) AS under OS conditions. Heterogeneous nuclear ribonucleoprotein L variant 1 contains an RGG/RG motif that coordinates with transcription factors to influence human CEACAM1 AS. Hypoxia intervention involving short interfering RNAs directed to long-noncoding RNA 260 polarizes M2 macrophages toward an anti-inflammatory phenotype and alleviates OS by inhibiting IL-28RA gene AS.Critical Issues:Protective mechanisms that eliminate reactive oxygen species (ROS) are important for resolving imbalances that lead to chronic inflammation. Defects in AS can cause ROS generation, cell death regulation, and the activation of innate and adaptive immune factors. We propose that AS pathways link redox regulation to the activation or suppression of the inflammatory response during cellular stress.Future Directions:Emergent studies using molecule-mediated RNA splicing are being conducted to exploit the immunogenicity of AS protein products. Deciphering the mechanisms that connect misspliced OS and pathologies should remain a priority. Controlled release of RNA directly into cells with clinical applications is needed as the demand for innovative nucleic acid delivery systems continues to be demonstrated.",0
"mRNA lipid nanoparticles (LNPs) are an emerging therapy validated for COVID-19 and are being evaluated to treat other diseases. However, a major limitation remains: achieving extrahepatic mRNA expression. The development of new carriers could alter biodistribution to therapeutic organs, thus expanding the utility of mRNA-based medicines. In this study we use a combination of chemostatistically-guided material synthesis and design of experiment optimization for the development of a spleen expressing lipid nanoparticle (SE-LNP). We begin with synthesis of a novel cholesterol derivative followed by SE-LNP formulation and design of experiment guided optimization to identify three lead SE-LNPs. We then evaluate their in vitro delivery mechanism, and in vivo biodistribution and protein expression in mice, ultimately achieving spleen-preferential expression. The goal of this paper is to create LNPs that preferentially deliver mRNA to the spleen upon intravenous delivery, demonstrating lipid nanoparticles’ potential to modulate gene expression in extrahepatic tissues for disease treatment.","This review article explores the potential of engineering antigen-presenting cells (APCs) for the immunotherapy of autoimmune diseases. It discusses various strategies for modifying APCs to induce antigen-specific tolerance, thereby mitigating autoimmune responses. The review covers recent advancements in APC engineering techniques, including genetic modification and nanoparticle-based approaches, and evaluates their efficacy in preclinical models and clinical trials. Additionally, challenges and future directions for the development of APC-based immunotherapies for autoimmunity – and other forms of cell-based immunotherapy – are discussed. Along this direction, this review (i) describes various strategies for engineering APCs, including genetic modification, nanoparticle delivery systems, and ex vivo manipulation techniques; (ii) discusses the selection of target antigens and the design of APC-based immunotherapies, and (iii) reviews preclinical models used to evaluate the efficacy and safety of engineered APCs in inducing antigen-specific tolerance.",1
"Chimeric antigen receptor T cell (CAR-T) therapy has emerged as a revolutionary approach in the treatment of malignancies. Despite its remarkable successes, this field continues to grapple with challenges such as scalability, safety concerns, limited therapeutic effect, in vivo persistence, and the need for precise control over CAR expression. In the post-pandemic era of COVID-19 vaccine immunization, the application of messenger RNA (mRNA) encapsulated within lipid nanoparticles (LNPs) has recently garnered significant attention as a potential solution to address these challenges. This review delves into the dynamic landscape of mRNA-LNP technology and its potential implications for CAR-engineered immune cell-based immunotherapy.","Chimeric antigen receptor (CAR)-T cell therapy has shown limited success in patients with solid tumors. Recent in vitro and in vivo data have shown that adrenoceptor beta-2 (ADRB2) is a novel checkpoint receptor that inhibits T cell-mediated anti-tumor responses. To inhibit ADRB2-mediated inhibitory signaling, we downregulated ADRB2 in CAR-T (shβ2-CAR-T) cells via RNA interference, assessed different parameters, and compared them with conventional second-generation CAR-T cells. ADRB2 knockdown CAR-T cells exhibited enhanced cytotoxicity against prostate cancer cell lines in vitro, by increasing CD69, CD107a, GzmB, IFN-γ, T-bet, and GLUT-1. In addition, ADRB2 deficiency led to improved proliferation, increased CD8/CD4 T cell ratio, and decreased apoptosis in CAR-T cells. shβ2-CAR-T cells expressed more Bcl-2 and led to the generation of more significant proportions of T central memory cells. Finally, the ZAP-70/NF-κB signaling axis was shown to be responsible for the improved functions of novel CAR-T cells. In tumor-bearing mice, shβ2-CAR-T cells performed better than conventional CAR-T cells in eradicating prostate tumors. The study provides the basis for future clinical and translational CAR-T cell research to focus on adrenergic stress-mediated challenges in the tumor microenvironment of stressed tumors.",1
"ObjectiveCurrently, there are no recognized biomarkers for predicting the immunotherapy response and prognosis of hepatocellular carcinoma (HCC). This study aimed to establish an immune-related gene prognostic index (IRGPI) for HCC, and to investigate the clinical, immune, molecular, and microenvironmental characteristics of the IRGPI subgroups, as well as their impact on the effectiveness of immune checkpoint inhibitors (ICIs) therapy and patients’ prognosis.MethodsWe analyzed the LIHC dataset (n = 424) from the The Cancer Genome Atlas (TCGA) database and the GSE10140 dataset (n = 84) from the Gene Expression Omnibus (GEO) database using weighted gene co-expression network analysis (WGCNA) and univariate/multivariate Cox regression analysis to identify immune-related hub genes with prognostic significance. Subsequently, The IRGPI was then established with these special genes obtained, and the molecular, immune, and clinicopathological characteristics of the IRGPI subgroups, along with their predictive role in ICIs treatment and HCC prognosis, were investigated.ResultsThe IRGPI was composed of nine genes, namely CHGA, GAL, CCR3, MMP7, STC1, UCN, OXT, SOCS2, and GCG. The IRGPI-high group exhibited a worse prognosis in both the TCGA and GEO databases compared to the IRGPI-low group. The IRGPI-high group was primarily associated with adaptive immune response and cell–cell interaction pathways and exhibited a higher frequency of gene mutations (such as TP53 and CTNNB1), higher expression of PD-L1 and CTLA4, a higher proportion of macrophages M0 and follicular helper T cells, and a higher APC_co_inhibition and T_cell_co-inhibition immune score. Furthermore, the IRGPI-high group was associated with worse immune subtypes, clinicopathological characteristics, immunotherapy response, and clinical prognosis.ConclusionIRGPI is a biomarker with significant potential for predicting the immunotherapy response and prognosis of HCC patients, and is closely related to the immunosuppressive microenvironment and poorer clinicopathological characteristics.Supplementary InformationThe online version contains supplementary material available at 10.1007/s00432-023-04899-5.","Shotgun microbiome sequencing analysis presents several challenges to accurately and consistently depict sample composition and functional potential. Here we present a two-part framework – JAMS (Just a Microbiology System) – whereby with raw fastq files and metadata as input, meaningful analysis within a sample and between a sample can be performed with ease for either shotgun or 16S sequences. JAMS is the first package to provide seamless deconvolution of functions into their taxonomic contributors. We validated our JAMS framework on two human gut shotgun metagenome test datasets against the popular tool MetaPhlAn 4. We further demonstrate the application of the JAMS package, particularly the plotting functions, on a mouse shotgun dataset.",0
"Introduction:The accurate assessment of nodal (N) status is crucial to the management and prognostication of non-metastatic non-small cell lung cancer. We sought to determine whether the current N descriptors should be maintained or revised for the upcoming 9th edition of the international Tumor Node Metastasis (TNM) lung cancer staging system.Methods:Data was assembled by the International Association for the Study of Lung Cancer on patients with non-small cell lung cancer, detailing both clinical and pathologic N status, with information about anatomic location and individual station-level identification. Survival was calculated by the Kaplan-Meier method and prognostic groups were assessed by a Cox regression analysis.Results:Data for clinical N and pathologic N status were available in 45,032 and 35,009 patients, respectively. The current N0 to N3 descriptors for both clinical N and pathologic N categories demonstrated prognostically distinct groups. Furthermore, single station N2 involvement (N2a) demonstrated better prognosis than multistation N2 involvement (N2b) in both clinical and pathologic classifications, and the differences between all neighboring nodal subcategories were highly significant. The prognostic differences between N2a and N2b were robust and consistent across resection status, histologic type, T category, and geographic region.Conclusions:The current N descriptors should be maintained, with the addition of new sub-descriptors to N2 for single station involvement (N2a) and multiple station involvement (N2b).","PurposeThe route of lymphatic spread in esophageal cancer remains unclear. The present study aimed to determine the pattern of lymphatic metastasis in its early stages.MethodsThe data were reviewed of 1074 patients who underwent curative esophagectomy for thoracic esophageal squamous cell carcinoma and metastasis in 1–2 lymph nodes between January 2015 and December 2021. The frequencies of lymph node metastasis were analyzed by the anatomic sites and regions involved.ResultsOf the 1074 patients, 668 patients (62.2%) with one positive lymph node and 406 (37.8%) with two positive lymph nodes. Paracardial lymph nodes were the most frequently involved nodes (35.1%), followed by right thoracic recurrent nerve nodes (24.0%), middle thoracic paraesophageal nodes (14.7%), left thoracic recurrent nerve nodes (10.4%), subcarinal nodes (8.0%), lower thoracic paraesophageal nodes (7.8%), and upper thoracic paraesophageal nodes (5.7%). The frequency of lymph node metastasis in other sites was less than 3%. The majority of lymph node metastases occurred in the longitudinal direction to the perigastric (36.5%) and bilateral recurrent nerve regions (33.4%) and in the transverse direction to the paraesophageal region (27.7%). As the tumor location changed from the upper to the lower thoracic esophagus, the frequencies of lymph node metastasis decreased in the bilateral recurrent nerve region but increased in the perigastric region.ConclusionBilateral recurrent nerve nodes, paraesophageal lymph nodes, and perigastric nodes were the most common sites of early lymph node metastasis. Esophageal squamous cell carcinoma involves more longitudinal than transverse lymph node metastases.",1
"The immune system is highly regulated but, when dysregulated, suboptimal protective or overly robust immune responses can lead to immune-mediated disorders. The genetic and molecular mechanisms of immune regulation are incompletely understood, impeding the development of more precise diagnostics and therapeutics for immune-mediated disorders. Recently, thousands of previously unrecognized noncanonical microprotein genes encoded by small open reading frames have been identified. Many of these microproteins perform critical functions, often in a cell- and context-specific manner. Several microproteins are now known to regulate immunity; however, the vast majority are uncharacterized. Therefore, illuminating what is often referred to as the “dark proteome,” may present opportunities to tune immune responses more precisely. Here, we review noncanonical microprotein biology, highlight recently discovered examples regulating immunity, and discuss the potential and challenges of modulating dysregulated immune responses by targeting microproteins.","Background:Thymic stromal lymphopoietin (TSLP) has been shown to play a central role in the initiation and persistence of allergic responses.Objective:We evaluated whether tezepelumab, a human monoclonal anti-TSLP antibody, improved the efficacy of subcutaneous allergen immunotherapy (SCIT) and promoted the development of tolerance in patients with allergic rhinitis.Methods:We conducted a double-blind parallel design trial in patients with cat allergy. A total of 121 patients were randomized to receive either intravenous tezepelumab plus subcutaneous cat SCIT, cat SCIT alone, tezepelumab alone, or placebo for 52 weeks, followed by 52 weeks of observation. Nasal allergen challenge (NAC), skin testing, and blood and nasal samples were obtained throughout the study.Results:At week 52, the NAC-induced total nasal symptom scores (TNSS) (calculated as area under the curve [AUC0–1h] and as peak score [Peak0–1h] during the first hour after NAC) were significantly reduced in patients receiving tezepelumab/SCIT compared to SCIT alone. At week 104, one year after stopping treatment, the primary end point TNSS AUC0–1h was not significantly different in the tezepelumab/SCIT group compared to SCIT alone, while TNSS Peak0–1h was significantly lower in those receiving combination treatment versus SCIT. Transcriptomic analysis of nasal epithelial samples demonstrated that treatment with the combination of SCIT/tezepelumab, but neither monotherapy, caused persistent downregulation of a gene network related to type 2 inflammation that was associated with improvement in NAC responses.Conclusions:Inhibition of TSLP augments the efficacy of SCIT during therapy and may promote tolerance after a 1-year course of treatment. (ClinicalTrials.gov NCT02237196).",1
"In the rapidly evolving landscape of medical research, the emergence of RNA-based therapeutics is paradigm shifting. It is mainly driven by the molecular adaptability and capacity to provide precision in targeting. The coronavirus disease 2019 pandemic crisis underscored the effectiveness of the mRNA therapeutic development platform and brought it to the forefront of RNA-based interventions. These RNA-based therapeutic approaches can reshape gene expression, manipulate cellular functions, and correct the aberrant molecular processes underlying various diseases. The new technologies hold the potential to engineer and deliver tailored therapeutic agents to tackle genetic disorders, cancers, and infectious diseases in a highly personalized and precisely tuned manner. The review discusses the most recent advancements in the field of mRNA therapeutics for cancer treatment, with a focus on the features of the most utilized RNA-based therapeutic interventions, current pre-clinical and clinical developments, and the remaining challenges in delivery strategies, effectiveness, and safety considerations.","Background & AimsThis study assessed the prognostic value of LCR in patients with cancer-associated malnutrition (CAM). Systemic inflammatory markers, particularly the lymphocyte-to-C-reactive protein ratio (LCR), are related to the survival of patients with CAM. The present retrospective analysis based on a prospective multicenter cohort study, which involved 1,437 hospitalized patients with CAM.MethodsThe area under the receiver operating characteristic curve (AUC) of ten inflammatory indicators — LCR, advanced lung cancer inflammation index, neutrophil-to-lymphocyte ratio, prognostic nutritional index, modified Glasgow prognostic score, systemic immune-inflammation index, albumin-to-globulin ratio, LCR score, glucose-to-lymphocyte ratio, and platelet-to-lymphocyte ratio—were constructed. Nutritional status, blood markers, and quality of life (QoL) were evaluated within 48 h of admission. The overall survival (OS) was evaluated from September 1 to December 29, 2021.ResultsA total of 1,431 cancer patients diagnosed with malnutrition based on the Global Leadership Initiative on Malnutrition (GLIM) criteria. Male patients were 62.8% of all, and the mean age was 60.66 years old. The AUC of LCR was higher than that of other inflammatory markers. The restricted cubic spline (RCS) of the Hazard ratios (HRs) showed an inverse L-shaped relationship with LCR. In addition, patients with low LCR had significantly poorer OS than those with high LCR. The addition of LCR to the model increased the predictive ability of 1-year mortality (AUC increase of 0.036), 3-year mortality (AUC increase of 0.038), and 5-year mortality (AUC increase of 0.031).ConclusionsAssessing the LCR can help the medical staff identify cancer patients with nutritional deficiency at high risk of oncological outcomes and develop individualized therapeutic strategies.",0
"With improved systemic treatment and prolonged survival even with metastatic disease, diagnosing, treating, and monitoring brain metastases has become a central topic in the care of patients with melanoma. Patients with brain metastases from melanoma are typically excluded from pivotal clinical trials. When allowed, inclusion and exclusion criteria are rather selective and do not reflect the larger population of melanoma patients with brain metastases who frequently present with neurological symptoms and signs and require steroid medications. Moreover, the lack of consensus on reporting symptomatic brain involvement complicates the interpretation and implications of trial results for the overall population of patients with melanoma and brain metastasis. Here, we review the evidence regarding brain metastasis from melanoma and discuss the challenges of longitudinal neurological clinical assessments, including tools to capture cognition and quality of life. Finally, we propose the adoption of standardized tools to interpret neurological deficits in patients with melanoma and brain metastases and to assess the neurological status in the context of clinical trials.","The goal of precision oncology is to translate the molecular features of cancer into predictive and prognostic tests that can be used to individualize treatment leading to improved outcomes and decreased toxicity. Success for this strategy in breast cancer is exemplified by efficacy of trastuzumab in tumors overexpressing ERBB2 and endocrine therapy for tumors that are estrogen receptor positive. However, other effective treatments, including chemotherapy, immune checkpoint inhibitors, and CDK4/6 inhibitors are not associated with strong predictive biomarkers. Proteomics promises another tier of information that, when added to genomic and transcriptomic features (proteogenomics), may create new opportunities to improve both treatment precision and therapeutic hypotheses. Here, we review both mass spectrometry-based and antibody-dependent proteomics as complementary approaches. We highlight how these methods have contributed toward a more complete understanding of breast cancer and describe the potential to guide diagnosis and treatment more accurately.",0
"ABSTRACTBackgroundTumoral melanosis (TM) is a histological term to describe a nodular aggregation of macrophages containing melanin pigment (melanophages) that is devoid of viable melanocytes. It is most often identified in skin, where it may be appreciated clinically as a pigmented lesion; however, it can also be found in other organs such as lymph nodes. The presence of TM is usually thought to signify the presence of a regressed melanoma or other pigmented tumor. Until recently, it was a relatively uncommon finding; however, with the use of effective systemic therapies against melanoma, its occurrence in histological specimens is more frequent.MethodsWe identified and reviewed all histopathological diagnoses of TM at any organ site reported at a single institution from 2006 to 2018. TM cases were paired with non‐TM cases of cutaneous melanoma through propensity score matching at a 1:2 ratio, and their survival outcomes were compared. The clinical outcomes examined included recurrence‐free survival (RFS), distant disease‐free survival (DDFS), melanoma‐specific survival (MSS), and overall survival (OS).ResultsTM was reported in 79 patients. Their median age was 65 years (range 22–88), with a 2:1 male predominance (51 out of 79, 65%). The most common organ involved was the skin (67%), with a third of all cases localized to a lower limb (36%). TM had a strong association with the presence of melanoma (91%) and regression at other sites of melanoma (54%), suggesting that it is part of a systemic immune response against melanoma. Most patients with TM either previously or subsequently developed histologically confirmed melanoma in the same anatomical region as the TM (89%). Thirty‐five TM patients were matched with 70 non‐TM cases. Patients with melanoma who developed TM without prior regional or systemic therapy showed improved MSS (p = 0.03), whereas no statistically significant differences were observed in terms of RFS, DDFS, and OS.ConclusionsTM usually occurs in the context of a previous or subsequent cutaneous melanoma and is associated with improved MSS. It is important that TM is recognized by pathologists and documented in pathology reports.","SummaryPathologists play a central role in RCC patient care by confirming the diagnosis of malignancy, determining the histologic type of RCC, and assessing many important prognostic factors such as the pathological stage, nuclear grade, presence of sarcomatoid or rhabdoid features, and others. In recent years, our increased understanding of the molecular alterations driving specific RCC types has led to an improved classification scheme that better informs patient prognosis and treatment. In spite of this progress, no predictive biomarkers are currently approved for the management of patients with RCC. Pathologists are uniquely positioned to move the field forward by developing IHC/mIF-based predictors of outcome to ICI-based therapy that could be utilized in the clinic.",1
"The targeting and conversion of the immunosuppressive (M2) tumor-associated macrophages (TAMs) to an immunostimulatory (M1) phenotype can induce tumor regression in advanced melanoma. We have previously characterized and reported the ability of reconstituted high-density lipoprotein nanoparticles (rHDL NPs) functionalized with DSPE-PEG-mannose (DPM) to deliver payload to macrophages. Herein, we investigate the modulation of macrophage phenotype and payload delivery mechanisms of the rHDL-DPM NPs in RAW 264.7 murine macrophages exposed to the conditioned medium (CM) from murine B16-F10 melanoma cells. The rHDL-DPM NPs loaded with the Stimulator of Interferon genes agonist, DMXAA, reduced protein levels of M2 markers. Through the mannose moiety, the rHDL-DPM-DMXAA NPs enhanced the production of interferon β and CXCL10 compared to the free DMXAA in the B16-F10 CM-educated RAW 264.7 macrophages. Compared to their non-mannosylated counterpart, the rHDL-DPM NPs delivered their payload more efficiently to the B16-F10 CM-educated RAW 264.7 macrophages. Mechanistically, both the scavenger receptor type B class 1 (SR-B1) and the mannose receptor (CD206) facilitated payload delivery to the macrophages via endocytic and non-endocytic mechanisms. Finally, the CM from rHDL-DPM-DMXAA NPs -treated macrophages enhanced paclitaxel (paclitaxel)-mediated cytotoxicity in B16-F10 cells. Together, these in vitro findings demonstrate the potential of the mannose-functionalized rHDL NPs in improving the targeting of M2-like TAMs and treatment outcomes when combined with immunotherapy or PTX in B16-F10 melanoma in vivo models.","Purpose The rise of female breast cancer has created a significant global public health issue that requires effective solutions. Disulfidptosis, a recently identified form of cell death characterized by an excessive accumulation of disulfides, has unique initiatory and regulatory mechanisms. The formation of disulfide bonds is a metabolic event typically associated with cysteines. This study aims to explore the potential of the affinity between cysteine metabolism and disulfidptosis in risk stratification for breast invasive carcinoma (BRCA).MethodsWe used correlation analysis to decipher co-relation genes between cysteine metabolism and disulfidptosis (CMDCRGs). Both LASSO regression analysis and multivariate Cox regression analysis were employed to construct the prognostic signature. Additionally, we conducted investigations concerning subtype identification, functional enhancement, mutation landscape, immune infiltration, drug prioritization, and single-cell analysis.ResultsWe developed and validated a six-gene prognostic signature as an independent prognostic predictor for BRCA. The prognostic nomogram, based on risk score, demonstrated a favorable capability in predicting survival outcomes. We identified distinct gene mutations, functional enhancements, and immune infiltration patterns between the two risk groups. Four clusters of drugs were predicted as potentially effective for patients in the low-risk group. We identified seven cell clusters within the tumor microenvironment of breast cancer, and RPL27A was found to be widely expressed in this environment.ConclusionMultidimensional analyses confirmed the clinical utility of the cysteine metabolism-disulfidptosis affinity-based signature in risk stratification and guiding personalized treatment for patients with BRCA.",0
"PurposeNRAS plays a pivotal role in progression of various kinds of somatic malignancies; however, the correlation between NRAS and lung adenocarcinoma is less known. We aim to analyze the prognostic value of NRAS expression in lung adenocarcinoma, and explore the relationship between NRAS and tumor immune microenvironment.MethodsWe obtained the transcriptome profiles and clinical data of LUAD from The Cancer Genome Atlas database and three Genome Expression Omnibus datasets. Specimens from 325 patients with completely resected lung adenocarcinoma were collected for immunohistochemical assays of NRAS, PD-L1, PD-1 and TIM-3. Then, we performed gene set enrichment analysis to investigate cancer-related and immune-related signaling pathways. TIMER algorithms were performed to evaluate tumor immune infiltrating cells and immune-related biomarkers.ResultsCompared with adjacent non-tumor tissue, NRAS expression was significantly upregulated in LUAD tissue. NRAS expression was significantly correlated with more advanced stage and positive lymph nodes. Kaplan–Meier curves and Cox analysis suggested that high NRAS expression led to a poor prognosis, and could be an independent prognostic factor in LUAD patients. Besides, NRAS expression was positively correlated with CD8+ T cells, macrophages, and neutrophils, and negatively correlated with B cells and CD4+ T cells. The expression level of NRAS was positively correlated with PD-L1, PD-1, and TIM-3 both at RNA and protein level.ConclusionsTo conclude, we found NRAS is a novel prognostic biomarker in LUAD. Besides, the expression level of NRAS may influence the prognosis of LUAD via various kinds of cancer-related pathways and remodeling TIM.","BackgroundBrain metastases (BMs) are the most common intracranial tumors among adults, which exceed primary brain tumors by far. Surgery and radiotherapy represent the key local management of BM. However, the exact role of surgery is still under debate.ObjectiveTo comprehensively evaluate the safety and efficacy of surgical management in patients with brain metastases.MethodsWe searched four electronic databases from January 2023 until September 2024 (PubMed, Scopus, Web of Science, and Cochrane Library). All the studies assessing the role of surgery in managing BM were included. Our primary search targets were survival, mortality, and postoperative Karnofsky Performance Status (KPS). The results were reported as pooled mean or proportions with 95% confidence interval (CI) for continuous and dichotomous data, respectively.ResultsEight observational studies comprising 1010 patients met our inclusion criteria. The pooled mean of overall survival was 10.482 with 95% CI [7.651, 13.314]. While the pooled proportion of one-year and two-year survival was (0.451, 95% CI [0.320, 0.582]) and (0.240, 95% CI [0.112, 0.367]), respectively. We found the pooled proportion of overall mortality to be 0.535 with 95% CI [0.278, 0.793]. Patients with immediate postoperative KPS improvement showed a pooled estimate of 0.463 with 95% CI [0.243, 0.683].ConclusionSurgical resection is an effective therapeutic option for patients with BMs. Yet, careful patient selection and surgical technique are crucial for reducing postoperative complications and death.",0
"BackgroundCD177, an indicator of prognosis in diverse cancers, is involved in the physiological processes of various tumor cells, and acts as an immune molecule with novel functions in cancer pathogenesis. However, the diagnostic, prognostic, and immunological role of CD177 in cervical cancer remains unclear.MethodsUtilizing publicly available databases and integrating several bioinformatics analysis methods, we evaluated the expression level of CD177 in cervical cancer by GENT2, HPA, and GEO databases. And the experiments of western blot and immunohistochemical staining were used to test the hypothesis. The Kaplan–Meier Plotter database, Xena Shiny, and the constructed nomogram were clearly demonstrated its prognostic value for patients. Gene set enrichment analysis explored the relationship between CD177 and cervical cancer immune responses and immune cells infiltration level. In addition, we investigated the association between CD177 expression and stromal score, immune score, immune checkpoint, and drug sensitivity by TCGA RNA-seq data.ResultsCD177 was apparently expressed at low levels in cervical cancer and predicted a poor survival rate for patients. CD177 significantly activated immune-related signaling pathways and had a positive relationship with immune cell infiltration level. The high CD177 expression group possessed the high stromal score and immune score. CD177 had potential interactions with CTLA4, CD27, BLTA, CD200R1, CD80, NRP1, TNFRSF25, TIGIT, ICOS, and TNFSF9 checkpoint markers. And CD177 expression was positively relevant with drug sensitivity for Lapatinib, Belinostat, ATRA, Gefitinib, Navitoclax, and Tamoxifen.SignificanceThese findings may shed light on the vital role of CD177 in cervical cancer diagnosis, prognosis, and immunological functions, and it may be a promising predictor and potential factor for cervical cancer patients.Supplementary InformationThe online version contains supplementary material available at 10.1007/s00432-022-04465-5.","Dysregulation of gene amplification, cell-signaling–pathway transduction, epigenetic and transcriptional regulation, and protein interactions drives tumor-cell proliferation and invasion, while ion channels also play an important role in the generation and development of tumor cells. Overexpression of Ca2+-activated Cl- channel anoctamin 1 (ANO1) is shown in numerous cancer types and correlates with poor prognosis. However, the mechanisms involved in ANO1-mediated malignant cellular transformation and the role of ANO1 in tumor immunity remain unknown. In this review, we discuss recent studies to determine the role of ANO1 in tumorigenesis and provide novel insights into the role of ANO1 in the context of tumor immunity. Furthermore, we analyze the roles and potential mechanisms of ANO1 in different types of cancers, and provide novel notions for the role of ANO1 in the tumor microenvironment and for potential use of ANO1 in clinical applications. Our review shows that ANO1 is involved in tumor immunity and microenvironment, and may, therefore, be an effective biomarker and therapeutic drug target.",1
"The utilization of neoadjuvant immune checkpoint inhibitor therapy, specifically anti-PD-1/L1 agents, prior to radical cystectomy is an emerging paradigm in muscle-invasive bladder cancer (MIBC). In situ vaccination represents a strategy to manipulate the tumor in order to augment the immune response toward improved local and distant cancer control. The authors describe the study rationale, design and objectives for RAD VACCINE MIBC, a single-arm, single-institution, phase II trial evaluating the efficacy and safety of combination neoadjuvant sasanlimab (humanized IgG monoclonal antibody that targets PD-1) with stereotactic body radiotherapy as an in situ vaccine in cisplatin-ineligible patients with MIBC. The results from this trial will establish the safety profile of this combination strategy and evaluate pathologic complete response rates.","Background:There is a growing literature base regarding menstrual changes following COVID-19 vaccination among premenopausal people. However, relatively little is known about uterine bleeding in postmenopausal people following COVID-19 vaccination.Objectives:To examine trends in incident postmenopausal bleeding diagnoses over time before and after COVID-19 vaccine introduction and describe cases of new-onset postmenopausal bleeding after COVID-19 vaccination.Study Design:All analyses focused on members of Kaiser Permanente Northwest ages 45 and older who were diagnosed with incident postmenopausal bleeding in the electronic medical record. Members with pre-existing postmenopausal bleeding or abnormal uterine bleeding, or who were at increased risk of bleeding due to other health conditions, were excluded. We used segmented regression analysis to estimate changes in the incidence of postmenopausal bleeding diagnoses from 2018 through 2021 in Kaiser Permanente Northwest members meeting inclusion criteria, stratified by COVID-19 vaccination status in 2021. Additionally, we identified all members with ≥1 COVID-19 vaccination between December 14, 2020, through August 14, 2021, who had an incident postmenopausal bleeding diagnosis within 60 days of vaccination. COVID-19 vaccination, diagnostic procedures, and presumed bleeding etiology were assessed through chart review and described. A temporal scan statistic was run on all cases without clear bleeding etiology.Results:In a population of approximately 80,000 individuals per month there was no statistically significant difference in the rate of incident postmenopausal bleeding diagnoses before and after COVID-19 vaccine introduction (p=0.59). Among 48,438 vaccinated individuals, 104 had postmenopausal bleeding first diagnosed within 60 days following COVID-19 vaccination; 76% of cases (79/104) were confirmed as post-vaccination postmenopausal bleeding after chart review. Median time from vaccination to bleeding onset was 21 days (range: 2–54 days). Among the 56 postmenopausal bleeding cases with a provider-attributed etiology, the common causes of bleeding were uterine or cervical lesions (50% [28/56]), hormone replacement therapy (13% [7/56]), and proliferative endometrium (13% [7/56]). Among the 23 cases without a clear etiology, there was no statistically significant clustering of postmenopausal bleeding onset following vaccination.Conclusions:Within this integrated health system, introduction of COVID-19 vaccines was not associated with an increase in incident postmenopausal bleeding diagnoses. Diagnosis of postmenopausal bleeding in the 60 days following receipt of a COVID-19 vaccination was rare.",0
